TRAINING,gs://image_rgb2/wcs/0157/1033.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/0928.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wct_images/images/2604150321260235S132.JPG,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0299/0386.jpg,bos taurus,0.0,0.000814332,,,1.0,1.0,
TRAINING,gs://image_rgb2/wcs/0158/0235.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0311/0312.jpg,bos taurus,0.0015625,0.015625,,,0.761719,0.986328,
TRAINING,gs://image_rgb2/wcs/0158/0693.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/0601.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/0372.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/1505.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0300/0183.jpg,bos taurus,0.773927,0.54316,,,0.865787,0.659609,
TRAINING,gs://image_rgb2/wcs/0299/0318.jpg,bos taurus,0.135864,0.0496743,,,0.782728,0.662052,
TRAINING,gs://image_rgb2/wcs/0158/0116.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/1976.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/1423.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0275/1858.jpg,bos taurus,0.221875,0.493164,,,0.414844,0.761719,
TRAINING,gs://image_rgb2/wcs/0157/1083.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0367/0144.jpg,bos taurus,0.869531,0.610352,,,0.989062,0.750977,
TRAINING,gs://image_rgb2/wcs/0157/1516.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0158/0742.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/0481.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0414/0728.jpg,bos taurus,0.25625,0.279167,,,0.338281,0.430556,
TRAINING,gs://image_rgb2/wcs/0302/1823.jpg,bos taurus,0.00165017,0.017101,,,0.885589,0.894137,
TRAINING,gs://image_rgb2/wcs/0415/0503.jpg,bos taurus,0.0125,0.0222222,,,1.0,0.977778,
TRAINING,gs://image_rgb2/wcs/0415/0505.jpg,bos taurus,0.551562,0.0236111,,,0.998438,0.979167,
TRAINING,gs://image_rgb2/ena24/2082.jpg,other_animal,0.753076,0.589803,,,0.98684,0.971945,
TRAINING,gs://image_rgb2/wcs/0157/0835.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0374/0451.jpg,bos taurus,0.9,0.365234,,,0.999219,0.445312,
TRAINING,gs://image_rgb2/wcs/0157/1133.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0014/0933.jpg,bos taurus,0.983594,0.37793,,,1.0,0.4375,
TRAINING,gs://image_rgb2/wcs/0367/0113.jpg,bos taurus,0.0015625,0.288086,,,0.0132813,0.598633,
TRAINING,gs://image_rgb2/wcs/0377/0758.jpg,bos taurus,0.638281,0.368164,,,0.891406,0.650391,
TRAINING,gs://image_rgb2/wcs/0157/0625.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0220/0473.jpg,bos taurus,0.0,0.360352,,,0.249219,0.871094,
TRAINING,gs://image_rgb2/wcs/0233/1621.jpg,bos taurus,0.0,0.015625,,,0.907812,0.982422,
TRAINING,gs://image_rgb2/wcs/0299/0716.jpg,bos taurus,0.137514,0.457655,,,0.19582,0.527687,
TRAINING,gs://image_rgb2/wcs/0157/1857.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/1900.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/1069.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0299/0791.jpg,bos taurus,0.0973597,0.0,,,1.0,1.0,
TRAINING,gs://image_rgb2/wcs/0196/0447.jpg,bos taurus,0.238281,0.506944,,,0.514063,0.854167,
TRAINING,gs://image_rgb2/wcs/0365/1244.jpg,bos taurus,0.34375,0.0166016,,,0.999219,0.986328,
TRAINING,gs://image_rgb2/wcs/0158/0706.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0374/1064.jpg,bos taurus,0.278125,0.296875,,,0.458594,0.740234,
TRAINING,gs://image_rgb2/wcs/0157/1345.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0157/0366.jpg,other_animal,0.0,0.481771,,,0.166992,0.657552,
TRAINING,gs://image_rgb2/wcs/0371/1193.jpg,bos taurus,0.444336,0.5625,,,0.586426,0.777995,
TRAINING,gs://image_rgb2/wct_images/images/2704150556200235S132.JPG,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0336/0182.jpg,bos taurus,0.384375,0.547852,,,0.471875,0.673828,
TRAINING,gs://image_rgb2/wcs/0157/0241.jpg,other_animal,0.887695,0.626953,,,0.998535,0.716797,
TRAINING,gs://image_rgb2/wcs/0289/1848.jpg,bos taurus,0.341406,0.351562,,,0.997656,0.984375,
TRAINING,gs://image_rgb2/wcs/0367/0964.jpg,bos taurus,0.807617,0.591797,,,0.883789,0.689453,
TRAINING,gs://image_rgb2/wcs/0157/0626.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0015/0198.jpg,bos taurus,0.504687,0.420898,,,0.555469,0.512695,
