TRAINING,gs://image_rgb2/wcs/0225/1375.jpg,mammal,0.184375,0.436523,,,0.3125,0.571289,
TRAINING,gs://image_rgb2/wcs/0160/0189.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0158/1276.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0310/0546.jpg,mammal,0.219531,0.537109,,,0.64375,0.90918,
TRAINING,gs://image_rgb2/ena24/9317.jpg,mammal,0.34113,0.021519,,,0.98642,0.974479,
TRAINING,gs://image_rgb2/wcs/0158/0146.jpg,mammal,0.541504,0.465495,,,0.6875,0.626953,
TRAINING,gs://image_rgb2/ena24/9050.jpg,mammal,0.22909,0.018608,,,0.99366,0.981468,
TRAINING,gs://image_rgb2/wcs/0306/0186.jpg,mammal,0.152365,0.415309,,,0.186469,0.471498,
TRAINING,gs://image_rgb2/wcs/0165/1961.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0170/0038.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/ena24/2426.jpg,mammal,0.346532,0.324225,,,0.598671,0.526399,
TRAINING,gs://image_rgb2/wcs/0161/0704.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0159/0836.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0164/0593.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wct_images/images/1805151434400324L072.JPG,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0169/1748.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0301/1343.jpg,mammal,0.308581,0.00162866,,,0.952695,0.998371,
TRAINING,gs://image_rgb2/wcs/0207/0091.jpg,mammal,0.0,0.593518,,,0.408333,0.97037,
TRAINING,gs://image_rgb2/wcs/0169/1019.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0322/1944.jpg,mammal,0.471875,0.483398,,,0.600781,0.588867,
TRAINING,gs://image_rgb2/wcs/0308/1944.jpg,mammal,0.334375,0.356445,,,0.619531,0.891602,
TRAINING,gs://image_rgb2/wcs/0162/0304.jpg,mammal,0.359375,0.390625,,,0.966309,0.876302,
TRAINING,gs://image_rgb2/wcs/0171/0988.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0164/1465.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0166/0390.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0169/1979.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0205/0948.jpg,mammal,0.783594,0.163086,,,1.0,0.859375,
TRAINING,gs://image_rgb2/wcs/0308/1585.jpg,mammal,0.00078125,0.489258,,,0.396875,0.983398,
TRAINING,gs://image_rgb2/wct_images/images/18111514431602859192.JPG,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0252/0129.jpg,mammal,0.459375,0.429688,,,0.85,0.774414,
TRAINING,gs://image_rgb2/wcs/0166/1837.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0158/0162.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0165/0364.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0311/0055.jpg,mammal,0.317187,0.015625,,,0.996094,0.984375,
TRAINING,gs://image_rgb2/wcs/0169/0956.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0160/1396.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/ena24/299.jpg,mammal,0.260421,0.807389,,,0.3133,0.916764,
TRAINING,gs://image_rgb2/wcs/0158/1263.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0166/0514.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/ena24/9088.jpg,mammal,0.4332,0.11742,,,0.6315,0.47612,
TRAINING,gs://image_rgb2/wcs/0269/0288.jpg,mammal,0.776563,0.462891,,,0.820312,0.526367,
TRAINING,gs://image_rgb2/wcs/0228/0139.jpg,mammal,0.514063,0.0380859,,,0.864062,0.709961,
TRAINING,gs://image_rgb2/wct_images/images/101116064122011b3102.JPG,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0165/1451.jpg,other_animal,0.0,0.0,,,0.0,0.0,
TRAINING,gs://image_rgb2/wcs/0308/0939.jpg,mammal,0.775781,0.728516,,,0.867188,0.885742,
TRAINING,gs://image_rgb2/ena24/9459.jpg,mammal,0.33745,0.29489,,,0.406526,0.42867,
